,filename,xmin,ymin,xmax,ymax,width,height,classes
7757,3aa4b02eebebde12dfc72b918aed12bb_564454680005986585_272586041.jpg,164,179,282,414,640,640,Shirt
15992,340600e126de53f0f79edcdf0e7d49f7_899308495833229764_467142137.jpg,85,86,283,481,640,640,Outerwear
21876,d3edf591bedab9ee571c29d9974c0ed9_996891150458425348_293714995.jpg,47,130,145,325,640,640,T-shirt
7935,8ccb3c57de3a908fdb6c6cb0c62cc187_778244967284065489_330483312.jpg,193,283,254,404,640,640,Outerwear
21624,8387d01aa84514ea48a847d1ca8ef04a_773205209849825061_1438211312.jpg,490,1,555,131,640,640,Dress
5872,1d97a473fe62708b8b7a7f1e6c30889a_997162624198248459_2105332177.jpg,424,146,549,396,612,612,Shirt
12599,419401d2551b00a00c39632d1da54923_1098790408965768035_303000175.jpg,44,163,105,282,640,640,Dress
20969,e9ef3af3efdbc588b312425c4e3aefa7_919582904358379493_249374966.jpg,160,89,348,464,640,640,Shirt
2181,1503e561a7d1bcc65e8b6d5bdba47652_556583529970061442_315163251.jpg,80,140,155,290,640,640,T-shirt
14679,df9bea75d1013089b0571c300fc80d4c_921748528686622353_196321720.jpg,545,170,620,320,640,640,Outerwear
3092,8f714ca18f67c45a8ef8e95b87a726a9_1012363137663946427_1469082610.jpg,306,120,418,345,640,640,Shirt
3512,fc4cc1c747de29867925738ef4534991_923944374312897974_45117306.jpg,212,324,274,449,640,640,Outerwear
19259,18dc2c7ef9401ceee26989a3424291f7_695234351748221487_817436665.jpg,247,147,342,337,640,640,Outerwear
2880,87331d34dc8094c84ea10e6bd1916702_803710603352393489_308700560.jpg,312,88,497,458,640,640,T-shirt
5161,906ef340bb35a038ddb5e0e8cf3b1120_814337446922705572_1158517069.jpg,319,106,541,551,640,640,T-shirt
4780,5ac7b9e0c38e37940f84acdd24c6bfd6_843690655217552164_49660961.jpg,236,86,388,391,640,640,Outerwear
14519,14cb494f9a108c4831f309cbb43b8dd0_942653630874450652_399740061.jpg,268,16,377,237,640,640,T-shirt
14084,6ff836df55f5a86989bfcc67dc3af896_877981081337830771_20152534.jpg,295,146,376,307,640,640,Suit
1482,5f652e86ee23769b327d04612a99877f_582990824971074081_524863485.jpg,222,62,354,327,612,612,Dress
17461,842569af6264e212058e0bd519a63b6d_604684156714423132_706609419.jpg,249,37,397,332,640,640,Shirt
11948,f321cd5a16118795f1596e6585905ad2_600645720088662439_259298987.jpg,219,96,457,571,640,640,Dress
22606,5f553b0cf1e0b7b1d945d4ef408fb538_898103377421005153_15469219.jpg,300,47,461,368,640,640,Outerwear
466,6b711172b2ff7d3377d5da45141bfaee_818195770420708881_294392512.jpg,299,110,457,425,640,640,Shirt
5801,d7f4010954af09e4edd63026f2c1756b_619915092554621952_259421992.jpg,231,154,356,404,640,640,Outerwear
2800,592136e7265a8a5415cf446babf448b5_742912477557902387_22615722.jpg,351,126,451,325,640,640,Outerwear
9765,489a0087de8c5b4dc6cb79bf6f708e09_1117540716290127155_51285140.jpg,159,160,270,381,640,640,Outerwear
23829,a6fc10031a2ab3ecf5cbf83591125235_555865516645636332_40305853.jpg,216,96,364,391,640,640,T-shirt
23737,8f02b4b0601046c7e6f61a9fe560d14a_530948080159948797_248271790.jpg,439,11,539,212,612,612,Outerwear
21306,e58a0e12cefc61ae43d1248a585205bf_520880371665661924_334331722.jpg,425,313,486,434,612,612,Shirt
11178,a01e9bdb3ea05e09676c0ab8c53f57ca_741125333891716331_1161172596.jpg,34,400,99,530,640,640,Suit
16101,68e83dda5f35af02ec07f8c7f6cd1f2e_738188112017976989_565884058.jpg,485,189,570,359,612,612,Dress
12615,7452b5583f242829bc56dd6b95e5d05e_802201337071854597_28285184.jpg,434,235,502,370,640,640,Outerwear
14573,077089644eedbd21d9038fb6e0651d65_1034940154403697644_20275331.jpg,320,44,428,259,640,640,Tank top
16552,7636eb3ad01d1e0702336800132c7c83_496289285919763985_39146306.jpg,190,210,338,505,612,612,T-shirt
15415,2266a4fb58cb88369cb5a112386b8f75_719292137494956539_327811937.jpg,188,324,283,514,640,640,T-shirt
3882,911a7bc91196f09b16810e8da65680f2_508623106958290457_261314986.jpg,185,65,273,240,612,612,Shirt
502,6fd3f6589e222c98b872563b313ae9d5_600483777666359575_324818079.jpg,221,99,326,309,640,640,Suit
6221,963c0f70f0b7b31d0fd50b502851d885_925912458107930180_8772160.jpg,247,80,437,461,640,640,Outerwear
7595,2fd7223f1bceeefe24e7525282b7a530_540215807134196125_52514663.jpg,409,213,469,332,612,612,T-shirt
22715,5e150156dc7e374bb59c507fce52ef52_501072911402276685_277323332.jpg,127,136,272,426,612,612,T-shirt
13538,f296b07f844b0701e6aa5192eb9e5427_921815031493042445_604544231.jpg,171,193,322,492,640,640,Outerwear
26670,ff3c865beac00cb655ccc39f133f3a9c_810593058312905172_225017263.jpg,109,189,261,494,640,640,Outerwear
550,b0b299cc9dc4699706554cefb2d76ed4_500197089195812024_281783288.jpg,308,129,433,379,612,612,T-shirt
22177,e39010cb11b830ebc91d6304884c4cdc_1007108935157581289_246523104.jpg,209,14,401,399,640,640,Outerwear
18267,92cab9502e349ae71cc52fea07198bd5_661729249361911917_1085138319.jpg,221,115,349,370,640,640,Outerwear
127,fd0e7eaae7c1b62beaa0f9b9b0b6027c_781806532760032883_54678956.jpg,502,86,563,205,640,640,Dress
14327,fb11b4d312c0e3ef9a85c3155df7cba3_792148497133950626_275500468.jpg,107,89,222,319,640,640,Shirt
17779,4c1f808c89ca5331fd0950eeb281faf2_711573459417087057_1301422478.jpg,397,121,492,311,640,640,Shirt
3757,61d3cef88690ed82991f8a6bbf81cdab_588901939956711762_5442591.jpg,317,38,435,273,640,640,Outerwear
23622,39d3b33b0fd6ae01440ac8241635e7b7_736079649269069943_574946261.jpg,470,69,619,370,640,640,Sweater
14272,23000c980804ddea6e103d1bf28f2536_931939880615248044_354176503.jpg,254,14,384,275,640,640,Outerwear
26490,396809d101ea72285f408f3216fb8c6f_624816515934392219_486291090.jpg,70,26,289,466,640,640,Dress
2612,82626a63ac6cd2f9a1777910ae3ae821_793070420004565103_1239858963.jpg,338,143,433,333,640,640,Shirt
22081,0e4ede6f124cfa23407c2a64ff39f97c_654686144656161937_175306646.jpg,238,46,396,361,640,640,Outerwear
5785,97e8c465f0d9257780a8e449da547724_688560421344582808_357677246.jpg,230,230,291,351,640,640,Shirt
4513,cbb4899af346107e463d7aadf00aea8a_834869095506696412_604992101.jpg,134,254,229,444,640,640,T-shirt
16616,2f9f7c7d3ebd18d026c68ff3169df8ac_852512190536265314_47566706.jpg,40,113,158,348,640,640,Shirt
21940,286744d3a7e1222970747b9c7e95fafa_511677285254468611_243163748.jpg,87,140,175,315,612,612,Tank top
23425,ccd1f6d91cb3d70b9e20abe2cde95b73_773841457793716489_24779339.jpg,219,2,411,387,640,640,Tank top
15799,7d46ea4234f997d4bc667140444b4b23_733577440933579441_191409.jpg,441,225,502,346,640,640,T-shirt
173,3a6fc2f7af9ffddb13888f26fc9ca20d_938225309357720202_385060783.jpg,391,162,573,527,640,640,Tank top
3991,bb6b33b645c07e958954ef6a4ecffe64_907890735077794800_232392951.jpg,204,198,272,333,640,640,T-shirt
17524,eff78e8b1e8e7d8533aed53fec436f51_644673623826050331_1037293530.jpg,257,17,375,252,640,640,T-shirt
10240,e83fd8c819502c67ea56a63fc89f8577_641322610364098414_224437920.jpg,64,363,173,582,640,640,Suit
9634,ea27437bf349259984c050639e821cb3_547399372040069658_10688607.jpg,229,322,290,443,612,612,Suit
24718,77076c9d93ffde62995bfe17337739ed_593547793036687369_282717765.jpg,38,0,156,235,640,640,Dress
5521,231a885df8012a860ade03118b768428_656384922752617075_358241505.jpg,348,411,443,601,640,640,Outerwear
3361,ff1d875ead70e2812fec8019b20369e4_681631928581304800_474817507.jpg,99,13,281,378,612,612,T-shirt
19146,1ff1d54db821ea86a6d28edff8b31469_949562513642294015_1475452881.jpg,137,47,237,246,640,640,Suit
7621,f1200e81c6779d907568ae7f4aa1e6b1_908134799025153893_1491426064.jpg,299,61,481,426,640,640,Shirt
6132,0da3e84ef29d17fe639596ada63ce2f3_560871292212480957_1035641.jpg,66,114,145,274,640,640,T-shirt
13134,64751a8fea1bafdc9752f185f1b010b3_995979024704756692_1204859373.jpg,132,233,230,428,640,640,T-shirt
6475,797057a9e8daf0760b1abfc93761640c_843062257632422568_204688593.jpg,66,183,126,302,640,640,Shirt
23989,6c7a4c745027f69a4f2939f41cfe456e_984936564304084090_434117270.jpg,276,147,365,326,640,640,T-shirt
13726,0cd0037fc298090f2b5263ff7e46ad6a_889437614038130925_12471863.jpg,188,93,418,552,640,640,T-shirt
13285,5bcb879ed67a34ece9843fa0704daf2b_1084370256266965737_1184459779.jpg,269,239,334,369,640,640,Shirt
17953,c1a1ab67def1c76c3b3deb36f9429983_699597394696433454_421407778.jpg,305,226,365,345,640,640,T-shirt
26919,70efab0eafa8399391c813a36ce08e66_802153783287039892_231565976.jpg,247,301,308,422,640,640,Shirt
10273,daf9dd4b9b93ae4bca8e96a2f6dd0729_819636465310255076_219039496.jpg,21,10,216,400,640,640,Suit
10169,fcea085b3f0a83fe80ef765db1fd0928_835570453450838649_1492294083.jpg,127,146,206,306,640,640,Shirt
10052,06def3d18361cb3425d01097887364ad_874334457945781990_684638964.jpg,262,260,387,510,640,640,Sweater
221,16aace1a1e0645f30af99f1415373534_604697590960182600_328493540.jpg,183,52,344,373,640,640,Suit
5989,0931867c030d289e8514cd4dcd70b9ae_510600677744166477_271375240.jpg,79,11,214,281,612,612,Shirt
18031,d114a1b13e91848147c397efaa9f86c7_709359247875907260_1051769614.jpg,138,95,213,245,640,640,Dress
19059,1b69ef8c8e42d296c4fb8d170d87e5ef_726683738086660664_26028413.jpg,253,114,361,329,640,640,Shirt
23261,4873883d12a411c7007d87b3fcfdf0d5_1063039344593987424_1490434728.jpg,390,5,591,404,640,640,Outerwear
7256,790c4f12d61ce33542d729b5ba209eeb_867051259734336570_1514320328.jpg,74,90,339,620,640,640,Outerwear
7139,53d905a861d4472f3687aa8d2a98052e_542508672579504182_357157785.jpg,493,110,572,269,612,612,Shirt
2127,240c3d8766724849c0cae2f3cde31fad_635338471956841240_26462079.jpg,358,51,519,372,640,640,Outerwear
22053,5355782c45078fc3414a768cb1990a87_850398188187895831_1490101233.jpg,202,125,334,390,612,612,Shirt
8604,4c2b5dc1df625612bb34875251e29b06_552175506566994272_267871589.jpg,279,0,357,154,612,612,T-shirt
25905,6f24ab4166d4776d4d59b3a8327ca987_1089259304206513706_2111800300.jpg,533,287,594,408,640,640,Outerwear
942,63677845450cccd2d0a454da56f5c1fd_690062750012643489_2498813.jpg,189,67,398,486,640,640,Outerwear
115,abd3d5ac5059eb2cea7fbf72c636b129_843819227676428883_666344881.jpg,401,209,486,379,640,640,Shirt
3436,a78488c5af8e982a45b85bc0864ad835_632129388298102078_104876528.jpg,111,16,262,315,640,640,Shirt
10457,19e6f6a331e50fb3d393f2cb8b4a2685_516356338616367321_37004093.jpg,168,238,279,459,612,612,T-shirt
8393,faa0633a98870996c63a9bd5ebf170b5_623728458270334386_25885086.jpg,410,196,482,341,640,640,Shirt
4121,04b139d6910ea8cd94791070e0e6350e_1100634410571922728_6323454.jpg,117,104,235,339,640,640,Dress
10418,3d12c96ec16a588b8e71f4d33a017f9b_856353154305680398_409162872.jpg,287,94,507,535,640,640,Shirt
13414,c9d0c4f6dbee8401c69d018799c60161_757789960041483909_304562130.jpg,297,142,409,367,640,640,T-shirt
13201,e3c465ca1b4e023dbb1181db18c72a73_794056097819248124_357154080.jpg,155,197,337,562,640,640,T-shirt
5615,d23121cb518095b65668ee838c01f948_695806353361143265_500320832.jpg,191,156,329,431,640,640,Sweater
16835,4410d0c1aaf9aed36b465ac69624b737_637093431574783950_352174088.jpg,223,234,322,433,640,640,T-shirt
22588,13659f2ebac0b7f173bb98b905332829_879212445858651052_43155117.jpg,98,6,338,485,640,640,Suit
20871,d2678e6415bc9edee77b1e416add985b_583557649101755878_291882820.jpg,106,86,288,451,640,640,Tank top
14032,624ad1117e1834ede8fc345288b492f8_1043594107801688306_260648445.jpg,458,81,558,280,640,640,Tank top
2901,4e8f60bf96014a539d37d997082a2fb8_778644494789746457_4024198.jpg,101,44,379,599,640,640,T-shirt
1430,e440cfba7dff6019cc5f5ea7e06ae7f0_932568521894660887_194813969.jpg,253,0,362,220,640,640,Suit
509,a554a09f5ec7f645eab7fa457c7e20c0_846347728894351834_306138381.jpg,209,146,321,371,640,640,Shirt
6040,fa055492cfe6f1daa1d0ae5d3a90ccb7_1076890659409289682_1090665439.jpg,317,236,395,391,640,640,Suit
9044,64012db61b35b4db1915c9456c8e31df_788501394384646888_1428398227.jpg,190,30,420,490,640,640,Shirt
7877,206a121cbe22ca041b411d7c7b4bf799_1074132654702634780_286968240.jpg,222,195,283,316,640,640,Shirt
12007,c5236b4847e495ff97a975fd99627e3b_564075511100103785_20021942.jpg,162,299,250,474,612,612,Outerwear
9010,882ac25ff2f781d57cbec8faf5d0128f_904950258927052273_1633924008.jpg,290,12,425,282,640,640,Outerwear
1656,a2d9a0469a119e2559f61882e225b0b9_533795312144150949_474771979.jpg,193,205,371,560,612,612,T-shirt
2193,f5a32d8e4c42609dd6b71b5699bb2d09_795337159618763963_541769006.jpg,439,49,574,319,640,640,Shirt
8650,fd6a788175ff5043bc09d02745381dd0_808645288133864824_236710202.jpg,241,40,400,361,640,640,Tank top
24941,27c63500c011b149af7ea483b191442b_542342775354836914_202030400.jpg,17,210,187,551,612,612,Dress
8440,bb5ef6b7d1f16de5530d5b17482422e6_1116166479900768451_16653005.jpg,378,151,480,356,640,640,Outerwear
8466,a88aba192c9e9dc42e53d3223a4bde21_835093833463838398_11493788.jpg,254,18,409,328,640,640,Outerwear
9781,e6e9e73ec45adc5dd6783fd7c3812e4d_901687113298468684_678108318.jpg,176,3,374,398,640,640,Suit
22548,afef004f1dcaa167b7e61271f6baa985_1082645895137573573_629733437.jpg,310,141,415,351,640,640,Sweater
25060,070662cd8e5a28f1fe9726019fde384c_568273351626582647_248515377.jpg,245,103,305,222,640,640,T-shirt
5906,5e98034a1917c2adfd84abc8394ae784_930033109601176082_475117129.jpg,269,174,331,299,640,640,Dress
25150,4cc50a850c6197bf9f318cab7b85d892_990832563113369154_323279294.jpg,287,202,382,392,640,640,T-shirt
25469,149c290a7b0aa3969167878a529396e1_559030155245938066_310152712.jpg,340,237,405,367,612,612,Outerwear
13476,9d629e8379c84a527e6524608e089cdf_881185693715322125_9085948.jpg,275,127,336,248,640,640,Outerwear
6224,497242c79c4e9b2c888c4d14998a9ae3_695281765218970167_503813001.jpg,260,121,321,240,640,640,T-shirt
26929,13d0137f8a1b9d7db1243b5e9b90bcc0_569556935723465950_273832574.jpg,397,198,458,318,640,640,T-shirt
16845,7b1bd11b5521bc3607a7a6a7fa8f5a42_1149764516344360715_41255890.jpg,228,108,373,398,640,640,Suit
20483,2795e19673e9820b4b40be693a5d8a37_719217447519207261_253582382.jpg,154,200,236,365,640,640,Dress
9616,05307792e9f13da4ca8856b330c16e49_1057955718783335711_359532846.jpg,404,194,479,344,640,640,Shirt
23837,496ec758073bc3dc5f2868c3f4a21e10_880548702328868231_599788986.jpg,287,120,425,395,640,640,Shirt
21407,8cbfaceef9b651b02f93d3e596d9658d_659691129490532277_451139248.jpg,181,262,313,527,640,640,Shirt
24636,2a8df00693b3d8ddcc72a619c20b61a4_1077908971042053584_316727758.jpg,180,70,332,375,640,640,T-shirt
25344,90644922aab8026bc87038cda810d655_505108561651214014_437638752.jpg,90,159,305,589,612,612,Suit
11817,766e66da46181bb997f632ac5281388c_1082196857420256001_2171226283.jpg,426,242,491,372,640,640,Shirt
18023,f8eaa5f5e089a1f32ca5360704d02887_1015496031638522545_1552097177.jpg,271,129,376,339,640,640,Tank top
14660,80bef7049b6f1521546a4bcc910d23da_1043005166408488803_29392868.jpg,296,157,391,347,640,640,Tank top
2984,51b90273623c5e6a2a5429cf5aa7cf3a_733924991225179105_180969233.jpg,155,141,386,602,640,640,T-shirt
5913,291d5869b245b399f178c5d063512a55_878508901997207383_21021014.jpg,327,285,392,415,640,640,Outerwear
14972,818d1c4dc4f2bbc0e710bdf74b27e080_1126554752512289073_2025880377.jpg,283,125,398,355,640,640,Shirt
23308,0f87bdd8fabe615e92d24e26536cbd8e_670916499591138948_270341282.jpg,510,189,571,310,640,640,Shirt
5401,9208e26eb5b1c5f12483a5646358af22_1064628880498370395_1412848720.jpg,242,164,397,474,640,640,Shirt
22166,444067747f761b73ed26f99343b08c04_877985429085325227_26576632.jpg,336,149,438,354,640,640,T-shirt
22472,43b09f3da7fcf61b90f4d7e02f2d6b48_774382321733742776_1411724619.jpg,160,90,352,475,640,640,Suit
26760,41e8e4a2a8d6c02d44d554212fb94924_661930849541251263_207459567.jpg,110,218,215,428,640,640,Shirt
26602,35ee00a29e36701d33f74e05571a599f_659596108737967810_828975924.jpg,121,96,223,301,640,640,Tank top
24854,b6edb6b78d7a3748674b6568f89c8090_865986491367761708_278249296.jpg,256,15,386,276,640,640,Tank top
2670,e1485f0740bc281e7302a0d3fb5e28ec_659712134611851125_1093485884.jpg,185,38,347,363,640,640,Outerwear
23301,ba13ed68eaf5280d4e6949196a63b15e_612249026138664350_522016210.jpg,427,49,545,284,640,640,Dress
17617,f872415097ec09a21be23707b29a052f_932746211165241710_1391976567.jpg,319,26,431,251,640,640,Suit
17117,d84d209d1bf40d07ac38d8e2fa1118ee_879321870821121559_45335406.jpg,520,239,588,374,640,640,Outerwear
7983,e6943c5c1c54292da60e248d241c7903_544055044273670971_17858137.jpg,272,196,351,356,612,612,Dress
4667,47c2aa5809a9ca97cab12d812c98879f_883342867497229610_2540774.jpg,197,244,287,424,640,640,Shirt
24209,dcae17f8d53bdcb8a8fafd619d5f4062_760093286745630360_1186962168.jpg,323,113,434,334,640,640,T-shirt
14867,a97677891d6845c77c185368ef1c2156_817988952563874469_12414317.jpg,353,126,535,491,640,640,Outerwear
5264,3699e389e9d24d06fa7cbda4cd9c8c7b_653778354505880944_193772660.jpg,243,235,348,445,640,640,Outerwear
25441,4425093e241d54b76e2138ed274e62d7_698024107917642198_622136473.jpg,226,107,321,297,640,640,Outerwear
4124,a0ec25875957dd5914b9816fce99b877_726509541249172097_601636455.jpg,131,219,229,414,540,540,Shirt
22964,34937747050dfdbc5a68e1a5188382f1_610863163915103782_405080506.jpg,398,60,506,275,640,640,Outerwear
6425,e64ce0171c6a0770aebba069def4aaa0_742267454044060250_437767125.jpg,315,255,420,465,640,640,Outerwear
14399,325afa4185e6bba99e603776b27c8556_1003916406079180410_2107685594.jpg,382,244,444,369,640,640,Shirt
7696,f2f2c6f9502d3d5ec5964edac5a2d5aa_909731181900059108_312469083.jpg,338,85,403,215,640,640,T-shirt
24830,48572def0a852d5c164603b932db3614_537546963997877406_270443000.jpg,369,356,450,517,612,612,T-shirt
3141,7a01379fca07afee27a6ba18c03b9119_1019000363990903045_185617809.jpg,151,170,246,360,640,640,T-shirt
16079,e82db82b2ed68a7ae4b9bf88f0e7ed6a_728236189112295294_12927006.jpg,344,68,454,287,640,640,Shirt
19889,780e0b1804924c8dd312c53d0ff7ac13_773764643828738940_244737761.jpg,269,188,387,423,640,640,T-shirt
18543,ca878ca5476c1ba3517f00eac2efcfb7_737988223784241225_53061329.jpg,325,33,484,354,640,640,Dress
9479,de02b5b9f9379bedda12443b0e949a46_615609371658884965_21882116.jpg,266,37,394,292,640,640,Outerwear
17084,f9ccde43724d99b9210d924e272290ac_1086194787085500606_359591839.jpg,217,177,365,472,640,640,Dress
3643,5229ad8386459ac2d7621f66f63bf4a3_944322529353693373_17215413.jpg,250,223,325,373,640,640,Outerwear
8236,3d4ee2dfa211b540efaa0c95331f0f28_498072335958209927_461618900.jpg,167,63,272,273,612,612,Shirt
2696,b8cd832e81d6d6200a39be97bccb5800_987756470800538675_6452614.jpg,498,213,566,348,640,640,Shirt
1452,465bce338dda18a28cd2a8d9537751f2_908722723175217506_49658021.jpg,360,32,562,437,640,640,Sweater
5492,5b11876ff7d5c51ede959b1666782e99_695349006829955253_32475329.jpg,214,18,332,253,640,640,T-shirt
14077,014601bffea7bf126cde799c71c4ebdd_882240187134564535_280728765.jpg,118,275,216,470,640,640,Dress
26275,5aaa94194dddf08da1b7736fe62d8797_889177399208502536_145657104.jpg,398,149,578,510,640,640,Sweater
3188,6c5a75ee7ef7624746353d15114e08f6_880019098592789027_31352991.jpg,138,87,278,366,640,640,Dress
939,355aa242d8d98ff88596ccdc0cb047b2_663810508596003046_439840591.jpg,302,97,404,302,640,640,Outerwear
27030,9b9b72d7b7c2d8f14fb803d1494dc687_575446441586176530_202245107.jpg,179,86,359,447,640,640,Suit
22058,fe8ed7eb54f239fc372ce581397bb657_844882394752420843_540558265.jpg,372,87,484,312,640,640,T-shirt
17863,9cfe085d7161786627e4e2b8d476250a_558825812103335209_13348906.jpg,185,53,425,532,640,640,Shirt
20382,fa84fa3500614a5be9ad49aee4e4dc8d_844344799879679109_28294530.jpg,266,67,428,392,640,640,Outerwear
7796,f4fa10a6b06082fd02be27bf56313c9f_661382273534856147_797709673.jpg,306,173,434,428,640,640,Shirt
6440,4c5a51e66b5228410e9add2e38499e52_724784937203287325_30910912.jpg,436,191,531,381,640,640,Shirt
24401,1d14eb4eb384282ea181aaf6ba4a78b2_825479762141402301_319928476.jpg,275,11,476,410,640,640,Shirt
20757,affbcbfbb9caf83aedcc7a8f28e25aff_845967183450062994_461867927.jpg,395,210,457,335,640,640,Shirt
17764,5c91938966ceb0aed48dc8a60544b2ea_843075624869083365_1051526837.jpg,259,25,497,500,640,640,Dress
17076,f68320cb9f8300fe3d57c8eee2682e11_851271901264624941_262532446.jpg,210,13,378,348,640,640,Suit
13287,91cb8208cfba8aaeaf3892a314b9e902_499320546978682895_26243573.jpg,158,67,276,302,612,612,T-shirt
5778,b06ec6b3756208a83c37014a38eb4488_1022121193913928409_256202257.jpg,176,4,358,369,640,640,Shirt
20048,2913489497c69e4041ddda06cb71f79b_722697610342766896_418580069.jpg,238,5,376,280,640,640,Outerwear
1349,9cbd1e1f1c7e53eff9f19d76997db324_907228993789900753_955179620.jpg,336,10,406,151,640,640,Shirt
14872,513c38d0f14cb09bc91397dc1a816dda_511882265056455777_15140202.jpg,204,160,299,350,612,612,T-shirt
19821,7bab23afff5deaa2101fd29dd683ae26_623805860377357712_22836626.jpg,574,45,634,164,640,640,Shirt
12417,b0e3df0d744aa89af88d5db04ec4c188_501413904850345736_242025758.jpg,132,62,347,492,612,612,Tank top
20884,30a7d762ade20e446c4239a0133f31f2_915907516341015665_1227391908.jpg,245,37,313,172,640,640,T-shirt
7499,47253e0c67d66e4b44793d1ab6d3e331_880093421464246912_372080565.jpg,45,213,106,334,640,640,Suit
22589,2de114bf144a9ffd43bb2164ad4864b5_777943921459918215_1314796.jpg,191,102,309,337,640,640,T-shirt
11485,cc9f7f2c741ff3c970def302dad4ede2_564241271645432821_482680665.jpg,238,36,356,271,640,640,Shirt
18339,a36c604e32edeeee0dbe110c398166b1_536688623179484298_55811746.jpg,349,230,439,410,612,612,Outerwear
27069,6099e5fd07187bdbbb83c2d3b15ce12a_861037488008291178_362305471.jpg,107,175,185,330,640,640,T-shirt
4301,a03500df47233a971df62104b648dfa1_534493939243297812_209218210.jpg,223,4,331,219,612,612,Shirt
5066,2e26d8652d9f07dbd86ba0e5f7a4297d_589617450350452417_4235166.jpg,364,293,424,412,640,640,Dress
6826,8bd4fb266299c4937a9c393016d79da5_686893500369662377_407350955.jpg,186,177,318,442,640,640,Tank top
25365,5b4778e4a01260fb9668ac14f5433109_748416130514774950_256040089.jpg,183,399,295,624,640,640,T-shirt
23363,b860b5510087e428de8785b7c65237b7_827248305310980212_361156717.jpg,292,243,377,413,640,640,Dress
20303,a8d8b06e7c8e949ffadca33da9b467e0_739209483660294769_296892813.jpg,309,213,409,412,640,640,Outerwear
20527,c9538e5d3997817d61a0971f5971bcb5_641996485478947899_8820358.jpg,445,169,593,464,640,640,Shirt
24583,58a699ec86696ea00288791bb8b90c1d_725442298616233275_508986038.jpg,110,22,255,312,640,640,Tank top
11519,d3ce0be78ba599a87d1d6d4cd47b1ecb_633288832733376822_336144827.jpg,259,427,361,632,640,640,Sweater
26312,4f080045513587afb60a09f76a5584c4_727102658769474763_366243220.jpg,344,25,433,205,640,640,T-shirt
25009,06441dc60805161a8a208be3cc6753da_803374890885180610_247962938.jpg,282,149,404,394,640,640,Tank top
18109,4f94ec2664bf7c5ef021bddf7f852fda_715364468356024485_1316074865.jpg,441,111,589,406,640,640,T-shirt
22783,af9b71ab90c50963efcb860dc584f399_842961544346291241_696456234.jpg,267,144,422,454,640,640,Shirt
7050,5d77266610621afe910851ad2af29258_1135312492685466762_187771318.jpg,271,55,419,350,640,640,Suit
2724,19bbb8372d0275a29bb6926c08d01445_586263248316777013_262079719.jpg,362,0,527,330,640,640,Suit
22027,fd4796d1939d634cb020dd74c04f0f2c_720988390077680256_241274273.jpg,19,49,190,390,640,640,Shirt
10639,1940994159264560ce8726f563409a6f_699737973083962535_299760350.jpg,325,6,447,251,640,640,Dress
19195,2ffddeb9db5ce8c85a20758f4f0f76d0_701354369121593045_642807632.jpg,136,252,228,437,640,640,Outerwear
12920,e10646a4a5134ba6a7d7dfc6f75cc801_784469664746736781_393354898.jpg,75,212,237,537,640,640,Shirt
24243,cc6c8bbca7cf45ebba3e2497d4593a53_720271790671171475_612163106.jpg,279,41,401,286,640,640,Suit
25239,773a7a87db8f28c628103ee66c35edc5_503241558367229717_44903156.jpg,98,41,207,262,612,612,T-shirt
21874,6280869e579339ae83e5ae915eadbda3_561557469528912747_153899.jpg,320,150,465,440,640,640,Shirt
20550,76f414dd7513adcd2b150c921a249025_829211302155915757_196898971.jpg,254,137,349,327,640,640,T-shirt
5021,a0e3490490f839d19e6972e810bed8d6_747240889187653497_389817900.jpg,186,55,448,580,640,640,Tank top
4528,f44009410187da41ae9441f3e894f8af_987555384557147450_1413045868.jpg,95,58,200,268,640,640,Shirt
906,b1ff8226f4263415d593a6ba45d07179_741123951541570373_565617769.jpg,241,79,403,404,640,640,T-shirt
25837,07606eda1f55f4bd894bb2fef4a79a3b_1148467853546919585_989821956.jpg,364,238,433,378,640,640,Outerwear
21817,ac1aee54b52f0f1de77f796783c52798_651589156390117888_454157119.jpg,150,22,312,347,640,640,Shirt
5857,cada319f83e4e6c78eb3d0501fd65004_509615340692871872_229301445.jpg,286,50,401,280,612,612,T-shirt
19975,2f9813e7930027c9c6c0afcd722e9455_596406976823003788_606166633.jpg,429,68,577,363,640,640,Outerwear
26488,39148b5be3f267ebf5bcd02c8b190fdf_804234770021829382_385092769.jpg,303,49,421,284,640,640,T-shirt
13273,570c3233a2d532d8f985d3997c7258c2_882693696691169911_1576949153.jpg,246,125,351,335,640,640,T-shirt
21683,5518075731b8b20ede46fe24c325923d_943385479888574491_27125325.jpg,412,119,502,298,640,640,Suit
10251,7636984a730704e7cfeaca2d6106157c_570252944492568384_263216638.jpg,276,42,385,263,640,640,Sweater
5544,3a459ac09e82eeb5ccfd8dd73b908552_762446916910768531_826635951.jpg,128,124,228,323,640,640,T-shirt
18619,0f56338a30acbc9d796d4a3ccbf537c2_998142296977987442_1674277708.jpg,221,200,343,445,640,640,Shirt
11083,fa055492cfe6f1daa1d0ae5d3a90ccb7_1076890659409289682_1090665439.jpg,342,290,411,430,640,640,Suit
17745,248a4ef1c5d4751235aad3395be5e1d3_881059305151126791_723016398.jpg,416,47,538,292,640,640,Sweater
21942,489301b0d192fc94da49241f7940bf51_1048240893636223384_566053687.jpg,95,3,306,422,640,640,Shirt
